How ya going? Free to grab a bite this arvo,Aus
"Did you bring any bathers with you, we might go for a swim",Aus
"Tim is a bludger, he always tries to sneak his way out of difficult situations",Aus
"I'm might stop by at the bottle-o to grab some wine, text me if you need something.",Aus
We need the sparky to get here fast else its gonna be quite a bad day,Aus
Did you have your brekkie? I might be heading out to have some.,Aus
He's a few roo's loose in the top paddock,Aus
"i need to run to the the dunny, i can't hold it much longer",Aus
"Accadaccas is something the Aussie feel proud of ,since it’s a rock band that has its origins in Australia",Aus
"Do you wanna a stubby, I might grab one for myself",Aus
Can yo spare a few bucks? Need it to exit the parking.,Aus
"He's a top bloke, really decent.",Aus
"Most of the people in the north prefer speaking in hindi, because it much easier na",Ind
"I have a kutti announcement, we are having a party at our place",Ind
My brother passed out of university a year back and he's currerntly working,Ind
"I bought my car years back, but it still looking nice only",Ind
"Side, please. I'm in a hurry",Ind
That car looks really nice no. I'm planning to buy that,Ind
"Everytime he sends a missed call, I think he never recharges his phone.",Ind
My usually way to timepass is going to the ground to play cricket,Ind
"Waste fellow, everytime he causes issues",Ind
"This watchman keep shouting something or the other, he never keeps quiet.",Ind
"You know what to do no, then why are you  irritatiing me again and again",Ind
"These boys don't like to complete their homework, they always disobey teacher and laugh like that only, ",Ind
"I have a doubt, are you planning on going back home and then return, or come directly with us?",Ind
"The teacher has gone out of station, so this period is free.",Ind
They is more better than what you did before. Atleast you took the the time to change it,Ind
"Hey the meeting for today is preponed, so instead of 5pm it will being at 4pm.",Ind
Where is your native place? Mine's Chennai,Ind
"He just cut the call, I think he has no network.",Ind
"Don't worry about the predicted results, ill try my level best to get something close enough",Ind
My cousin brother lives in Canada.,Ind
Do you need something? I'm going to the medical store ,Ind
"My parents locked the main door, so if you are coming to my place then enter from the back door.",Ind
I would like to introduce you to my 'would be’,Ind
"Do one thing, go to his house and get the bat. I'll go get the ball from my place.",Ind
"She mugged up all the answers, now we can copy from her.",Ind
Kindly adjust the car seat. The people in the back can't sit properly,Ind
Ayoo I don't know what to make for tonight.,Ind
They just asked if it was negative That's all,Ind
"Chumma don't act, we know you didn't buy ",Ind
"Very rough fellow, doesn't know how to handle with care.",Ind
"You know what that is, eh, a chemical cosh? It’s when they drug ’em up so high they can’t move any more",Brt
"You don’t need to live here. I could get you into a nicer home. You know – prettier nurses, tea that comes on time.",Brt
He must have had the piss taken out of him so much when he walked Marmalade in the park,Brt
"She’s the second youngest in the house, after me of course, but the only other real adult apart from mum",Brt
She’s also completely bonkers. Always seems to be worrying about what someone thinks,Brt
I’d never really even kissed a bloke before.,Brt
"They’d still have loads of time to get to know each other, but without all the shitty bits",Brt
"It’s just a few things to do before the séance tonight, so we can make ourselves one with the room, the furniture and with each other",Brt
She found it and negotiated a jolly good deal with the estate agent people,Brt
"Mum sounded irritated, without any aggravation from dad.",Brt
He looks at the telephone. He picks up the receiver to check if it is still working,Brt
Mum said it made her depressed and bitter and her husband left her because of it,Brt
John They don’t know their arse from their elbow there. They don’t know sod all about music there,Brt
Where’s the fun there eh? There just isn’t any mate. It’s boring. It’s bleeding bloody boring.,Brt
You could have turned out any old shite and they’d have loved,Brt
They all think they’re professional photographers and their Instagram snaps are art,Brt
I have to say that you are very pleasing to the eye sir I should indeed like to know you better,Brt
"So, how about a cup of tea, Pater? Isn’t that the traditional beverage to accompany ",Brt
"Skinny chap with a beard in a de-mob suit, and that knife up there in his kitbag",Brt
Without further ado I’ll let my darling wife Betty and my special daughter Emily do the revealing honours,Brt
I have to be honest. I hate him. He’s a stuck-up snob who - because he’s a councillor for this area - thinks he’s the lord of the manor,Brt
Don't sound same wi' Sheffield accent. Saw it when I were like five. Fantastic.,Brt
"Aye it's not nice. Lots of druggies, scroungers, you know",Brt
She had blonde hair and her mum were always doing it in different styles,Brt
"You all know that if there’s insulting to be done, then it’s me what should be doing it! No-one’s allowed to be rude to my son, except me!",Brt
"merger or no merger, and let me say, very hastily at this point, that if you don’t all shout merger, this will be an extremely short pantomime",Brt
Born and bred with a flat cap and a pint of mild and a job in steelworks,Brt
"Get job in steelworks, wait for steelworks to close down, stand on dole queue",Brt
While you were out clubbing. She told me she was worried about her Kyle,Brt
"He fell off the stage at the Wigmore Hall and broke his leg, poor sod. So he offered me the holiday",Brt
